Incident,RequestedBy,Description,Category,Solution_code,Start_Date,End_Date,Status,Assignement_Group,Ticket_Criticality,Env,SolvedBy
INC00010144,Arnold Adams,Hive and Oozie is  down.,Known Error,Workaround,3/29/2021 5:20,4/7/2021 20:20,On-Hold,HADOOP_ENGG,2-High,SIT,Chloe Anderson
INC00010145,Talon Wooten,Erro with HUE/EAP,Capacity,Housekeeping,1/27/2022 8:57,2/3/2022 15:57,Resolved,HADOOP_SUPPORT_L1,1-Critical,SIT,Alyvia Baker
INC00010146,Kate Hamilton,Hive query issue in PROD,No Fault Found,Training/Advise,8/4/2022 15:38,8/10/2022 23:38,New,HADOOP_ENGG,1-Critical,PROD,Pamela Hancock
INC00010147,Kay Kinney,Not able to open spark-shell terminal,Configuration,Workaround,5/4/2022 7:08,5/11/2022 10:08,Closed,HADOOP_ENGG,3-Moderate,UAT,Chloe Anderson
INC00010148,Brenda Spence,Urgent - cannot access hue ,User Access,Permissions Updated,11/27/2022 15:20,12/6/2022 8:20,New,HADOOP_SUPPORT_L3,3-Moderate,UAT,Laci Acosta
INC00010149,Aida Elliott,Job stuck with HS2,No Fault Found,Training/Advise,1/12/2021 15:51,1/23/2021 10:51,New,HADOOP_SUPPORT_L1,4-Low,UAT,Eliana Matthews
INC00010150,Ned Henderson,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,6/26/2020 1:46,7/3/2020 22:46,On-Hold,HADOOP_SUPPORT_L2,2-High,UAT,Colton Robertson
INC00010151,Julia Parker,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,3/15/2020 5:42,3/17/2020 7:42,Closed,HADOOP_SUPPORT_L1,4-Low,DEV,Alonzo Berger
INC00010152,Sylvester Dean,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,Miscategorised,7/8/2022 13:27,7/16/2022 9:27,Closed,HADOOP_ENGG,1-Critical,SIT,Landin Vaughn
INC00010153,Shaine Bray,Unable to Run Pyspark/Yarn Jobs/ Automated Jobs using service accounts,User Access,Permissions Updated,3/30/2021 22:56,3/31/2021 14:56,Resolved,HADOOP_ENGG,4-Low,UAT,Yurem Montes
INC00010154,Maisie Howe,Unable to execute multiple table joined queries in Spark shell,Configuration,Amend Configuration,6/13/2022 19:50,6/20/2022 0:50,In-Progress,HADOOP_ENGG,4-Low,UAT,Yurem Montes
INC00010155,Savana Allen,CDP | Production jobs failing with Hive Client errors,No Fault Found,Training/Advise,4/9/2020 4:46,4/13/2020 12:46,New,HADOOP_ENGG,2-High,SIT,Pamela Hancock
INC00010156,Tara Diaz,CONTROL-M PROD  RANGER AUIDT FAILURE,Configuration,Workaround,11/14/2022 21:36,11/21/2022 18:36,In-Progress,HADOOP_SUPPORT_L1,3-Moderate,DEV,Marianna Stafford
INC00010157,John Williams,oozie logs not showing in  HUE,Configuration,Workaround,9/28/2021 17:10,10/8/2021 7:10,Closed,HADOOP_SUPPORT_L1,4-Low,PROD,Nyla Reid
INC00010158,Clio Conway,Spark client always fails,Configuration,Amend Configuration,10/12/2020 5:44,10/22/2020 7:44,Resolved,HADOOP_SUPPORT_L3,2-High,UAT,Iyana Stein
INC00010159,Kate Miller,Need Help for Oozie and spark testing,Configuration,Workaround,4/25/2020 20:12,4/27/2020 21:12,Closed,HADOOP_SUPPORT_L3,3-Moderate,SIT,Odin Potter
INC00010160,Selma Mckenzie,All jobs stuck in Spark Command,User Access,Permissions Updated,4/24/2022 16:06,5/1/2022 5:06,Resolved,HADOOP_SUPPORT_L1,2-High,SIT,Eliana Matthews
INC00010161,Cynthia Freeman,YARN log for : application_11111111111_2222  from PROD,Configuration,Workaround,3/12/2023 12:51,3/22/2023 8:51,Resolved,HADOOP_SUPPORT_L2,3-Moderate,UAT,Kenny Kennedy
INC00010162,Arnold Adams,Able to access Hadoop Tables through Hive, but not through impala,Capacity,1/2/2021 17:01,1/7/2021 23:01,In-Progress,HADOOP_ENGG,2-High,DEV,Seth Holder
INC00010163,Kato Alvarado,Unable to kill prod job,Configuration,Service/Process Restart,10/26/2021 11:11,11/4/2021 2:11,New,HADOOP_SUPPORT_L3,4-Low,SIT,Iyana Stein
INC00010164,Ciara Tillman,grant db level access to user in ranger,User Access,Permissions Updated,9/24/2022 5:01,10/5/2022 9:01,Closed,HADOOP_SUPPORT_L1,2-High,DEV,Savanah Ho
INC00010165,Lenny Williams,Unix_timestamp is not working in Hive its giving null Value.,Configuration,Amend Configuration,8/1/2020 19:52,8/10/2020 16:52,On-Hold,HADOOP_SUPPORT_L2,1-Critical,DEV,Rashad Allen
INC00010166,Sophia Wright,Facing yarn cluster issue in UAT,Configuration,Workaround,7/21/2022 11:49,7/29/2022 9:49,On-Hold,HADOOP_SUPPORT_L3,1-Critical,SIT,Dale Oliver
INC00010167,Ted Anderson,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,8/31/2021 4:54,9/1/2021 15:54,New,HADOOP_SUPPORT_L3,1-Critical,PROD,Sandra Myers
INC00010168,Dexter Stevens,"Please change the owner of the below  diretory and file to ""john"" from ""hive""",User Access,Permissions Updated,3/25/2022 5:38,4/4/2022 2:38,Resolved,HADOOP_SUPPORT_L2,2-High,SIT,Alana Hughes
INC00010169,Michelle Baker,Potential Block Corruption and Data Loss During Pipeline Recovery,Configuration,Workaround,1/14/2022 3:40,1/24/2022 19:40,In-Progress,HADOOP_SUPPORT_L1,3-Moderate,DEV,Eliana Matthews
INC00010170,Chester Nelson,Production queue  resources update,Account Administration,Additional Capacity,10/28/2020 7:32,11/7/2020 5:32,New,HADOOP_ENGG,3-Moderate,PROD,Landin Vaughn
INC00010171,Tiana Johnson,All jobs stuck in Spark Command,User Access,Permissions Updated,3/7/2021 14:33,3/9/2021 14:33,New,HADOOP_SUPPORT_L2,3-Moderate,PROD,Sullivan Preston
INC00010172,Julia Brown,HUE issue in UAT : Unable to connect to HUE UI and getting blank page,Miscategorised,Training/Advise,8/27/2022 15:29,9/4/2022 11:29,On-Hold,HADOOP_SUPPORT_L1,4-Low,SIT,Jaquan Mcclure
INC00010173,Tate Hudson,oozie logs not showing in  HUE,Configuration,Workaround,9/3/2022 10:49,9/14/2022 15:49,Resolved,HADOOP_SUPPORT_L3,2-High,UAT,Iyana Stein
INC00010174,Dorian Douglas,grant db level access to user in ranger,User Access,Permissions Updated,8/1/2021 9:29,8/11/2021 9:29,Resolved,HADOOP_SUPPORT_L1,1-Critical,PROD,Keaton Forbes
INC00010175,Jenna Watson,ACL Issue - Unable to access Hue Database Report,User Access,Permissions Updated,5/19/2021 1:54,5/20/2021 7:54,Resolved,HADOOP_ENGG,4-Low,DEV,Chloe Anderson
INC00010176,Alina Douglas,Could you please check which user is locked this table in hive.,User Access,Permissions Updated,12/3/2022 14:01,12/10/2022 14:01,New,HADOOP_SUPPORT_L2,3-Moderate,UAT,Kenny Kennedy
INC00010177,Kai Wade,CVE-2018-1296 Permissive Apache Hadoop HDFS listXAttr Authorization Exposes Extended Attribute Key/Value Pairs,Security,Keytab Created,3/28/2023 0:49,4/2/2023 12:49,Closed,HADOOP_SUPPORT_L1,4-Low,UAT,Rosemary Bell
INC00010178,Curran Farrell,Hive and Oozie is  down.,Known Error,Workaround,7/9/2021 22:16,7/19/2021 23:16,In-Progress,HADOOP_SUPPORT_L2,3-Moderate,UAT,Sullivan Preston
INC00010179,Dillon Richard,webHDFS  namenode operations Failing,Data,Workaround,3/15/2020 2:31,3/21/2020 22:31,In-Progress,HADOOP_ENGG,1-Critical,UAT,Landin Vaughn
INC00010180,Cleo Blackburn,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,3/21/2021 6:28,3/21/2021 18:28,New,HADOOP_ENGG,4-Low,PROD,Landin Vaughn
INC00010181,Tyler Sullivan,Hive and Oozie is  down.,Known Error,No Action Taken,7/18/2022 11:05,7/24/2022 4:05,Resolved,HADOOP_SUPPORT_L3,4-Low,UAT,Uriel Howell
INC00010182,Lois Brewer,We are facing following issue due to which spark job getting fail,Data-Transaction,Workaround,11/28/2021 23:29,12/8/2021 8:29,Resolved,HADOOP_SUPPORT_L3,2-High,DEV,Uriel Howell
INC00010183,Haris Gray,Users unable to access Hue after modifying ACL for users,User Access,Permissions Updated,1/6/2022 14:39,1/11/2022 9:39,New,HADOOP_SUPPORT_L1,4-Low,PROD,Kyra Velazquez
INC00010184,Astra Giles,PROD | webHDFS  namenode operations Failing,Configuration,Workaround,1/16/2022 1:03,1/20/2022 19:03,Closed,HADOOP_SUPPORT_L2,1-Critical,SIT,Edwin Ali
INC00010185,Ashton Hunt,HUE Memory Limit Issue,Configuration,Workaround,3/29/2022 5:30,4/1/2022 18:30,Closed,HADOOP_SUPPORT_L1,4-Low,PROD,Esmeralda Maldonado
INC00010186,Sasha Dickerson,"getting ""OutOfMemoryError: Java heap space"" error in  job run",Configuration,Amend Configuration,8/20/2020 4:46,8/23/2020 8:46,In-Progress,HADOOP_SUPPORT_L3,1-Critical,SIT,Dale Oliver
INC00010187,Caroline Andrews,Cannot re-encrypt an encryption zone if a previous re-encryption on it was canceled,Configuration,Workaround,1/12/2022 10:55,1/14/2022 0:55,Closed,HADOOP_SUPPORT_L3,3-Moderate,DEV,Sandra Myers
INC00010188,Caroline Taylor,RangerAdmin service is unavailable,Configuration,Housekeeping,4/24/2023 19:51,4/25/2023 2:51,In-Progress,HADOOP_ENGG,4-Low,DEV,Pamela Hancock
INC00010189,Rafael Conner,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,6/23/2020 9:29,7/2/2020 8:29,Closed,HADOOP_SUPPORT_L1,3-Moderate,SIT,Kyra Velazquez
INC00010190,Autumn Burks,Unable to start a spark session,Dependent System,No Action Taken,4/16/2023 0:36,4/21/2023 14:36,New,HADOOP_SUPPORT_L3,4-Low,DEV,Iyana Stein
INC00010191,Jack Riley,Hadoop LdapGroupsMapping does not support LDAPS for self-signed LDAP server,User Access,Permissions Updated,2/8/2022 18:18,2/18/2022 6:18,Resolved,HADOOP_SUPPORT_L1,4-Low,PROD,Alyvia Baker
INC00010192,James Sullivan,Unable to start a spark session,Dependent System,No Action Taken,5/28/2022 10:21,6/8/2022 5:21,Resolved,HADOOP_SUPPORT_L2,2-High,SIT,Kenny Kennedy
INC00010193,Samantha Deleon,Oozie job scheduler not tiggering,Configuration,Workaround,1/23/2022 14:56,1/25/2022 16:56,New,HADOOP_SUPPORT_L1,4-Low,DEV,Savanah Ho
INC00010194,Amal Flowers,Hue Links are not working for all the domains,User Access,Not Listed,11/19/2020 13:34,11/24/2020 5:34,In-Progress,HADOOP_SUPPORT_L3,2-High,UAT,Guadalupe Mcneil
INC00010195,Noelani Blackburn,Error Submitting Spark Job,Capacity,Workaround,2/11/2022 23:13,2/13/2022 20:13,New,HADOOP_SUPPORT_L2,2-High,UAT,Colt Chandler
INC00010196,Alan Howard,Slowness in Hue,Capacity,Workaround,5/30/2020 19:41,5/31/2020 4:41,New,HADOOP_SUPPORT_L2,3-Moderate,UAT,Sullivan Preston
INC00010197,Rubie Martin,Some rogue jobs are occuping all available memory in YARN Queue, need help to kill those jobs ASAP,Capacity,3/17/2023 10:46,3/29/2023 10:46,On-Hold,HADOOP_SUPPORT_L3,4-Low,UAT,Iyana Stein
INC00010198,Alisa Andrews,ACL Issue - Unable to access Hue Database Report,User Access,Permissions Updated,12/24/2020 1:04,12/31/2020 9:04,Resolved,HADOOP_SUPPORT_L2,4-Low,SIT,Kiera Gallegos
INC00010199,Ursa Day,unable to load files to HDFS path,Configuration,Amended Configuration,2/23/2023 17:39,2/25/2023 9:39,New,HADOOP_ENGG,4-Low,UAT,Chloe Anderson
INC00010200,Zahir Myers,Hive issue ,Miscategorised,Training/Advise,2/27/2023 1:06,3/5/2023 19:06,Resolved,HADOOP_SUPPORT_L2,4-Low,UAT,Kiera Gallegos
INC00010201,TaShya Levy,Can't connect to HIVE UAT,Miscategorised,No Action Taken,2/2/2021 9:23,2/4/2021 9:23,On-Hold,HADOOP_SUPPORT_L2,4-Low,SIT,Colton Robertson
INC00010202,Miranda Watson,issue with hive property modification,Configuration,Workaround,3/21/2023 14:27,3/31/2023 7:27,In-Progress,HADOOP_SUPPORT_L3,3-Moderate,SIT,Iyana Stein
INC00010203,Giselle Marks,Spark client always fails,Configuration,Workaround,11/20/2021 2:14,11/28/2021 23:14,New,HADOOP_SUPPORT_L1,2-High,DEV,Rosemary Bell
INC00010204,Jasmine Grant,Exception: Python in worker has different version 3.6 than that in driver 3.7, PySpark cannot run,Configuration,7/31/2021 4:26,8/8/2021 11:26,New,HADOOP_ENGG,3-Moderate,SIT,Seth Holder
INC00010205,Wanda Clemons,Hive issue,Configuration,Amend Configuration,3/31/2020 21:51,4/6/2020 3:51,On-Hold,HADOOP_SUPPORT_L1,2-High,DEV,Lacey Cole
INC00010206,Kellie Harding,Yarn Queue space issue,Configuration,Workaround,4/10/2023 13:13,4/21/2023 23:13,New,HADOOP_ENGG,2-High,DEV,Chloe Anderson
INC00010207,Benedict Vargas,Unable to run spark job ,No Fault Found,Workaround,6/8/2022 1:18,6/11/2022 7:18,Resolved,HADOOP_SUPPORT_L2,2-High,PROD,Kiera Gallegos
INC00010208,Alen Mason,Job failing with webHDFS error in Prod,Configuration,Workaround,5/13/2020 13:39,5/20/2020 4:39,Closed,HADOOP_ENGG,3-Moderate,UAT,Chloe Anderson
INC00010209,Julia Adams,Urgent configuration correction required on Resource scheduler for queue,Configuration,Workaround,9/25/2021 14:19,10/6/2021 12:19,Resolved,HADOOP_SUPPORT_L3,4-Low,DEV,Uriel Howell
INC00010210,Chastity Sears,Could you please check which user is locked this table in hive.,User Access,Permissions Updated,2/25/2022 22:28,3/7/2022 20:28,Resolved,HADOOP_SUPPORT_L3,1-Critical,DEV,Eva Underwood
INC00010211,Kay Crawford,Spark connected jobs are failing,Capacity,Workaround,1/9/2020 7:56,1/15/2020 18:56,On-Hold,HADOOP_ENGG,4-Low,UAT,Landin Vaughn
INC00010212,Lily Turner,HUE not working, it is down since more than 2 hours,Capacity,6/6/2020 17:58,6/11/2020 3:58,In-Progress,HADOOP_SUPPORT_L2,3-Moderate,UAT,Kenny Kennedy
INC00010213,Miranda Murphy,Spark jobs are failing as namespace quote is full,Capacity,Housekeeping,4/24/2022 1:03,4/28/2022 1:03,In-Progress,HADOOP_SUPPORT_L1,1-Critical,UAT,Savanah Ho
INC00010214,Camila Alexander,To Extract YARN Logs from edge node,Miscategorised,Training/Advise,12/26/2021 20:38,12/27/2021 20:38,In-Progress,HADOOP_SUPPORT_L1,2-High,SIT,Eliana Matthews
INC00010215,Evelyn Tucker,Job aborted abruptly,Capacity,Housekeeping,3/18/2020 11:26,3/29/2020 4:26,In-Progress,HADOOP_SUPPORT_L3,3-Moderate,SIT,Sandra Myers
INC00010216,Vladimir Lynn,Cannot create spark session,Configuration,Amend Configuration,8/12/2022 13:34,8/23/2022 18:34,On-Hold,HADOOP_ENGG,3-Moderate,PROD,Pamela Hancock
INC00010217,Myra Mitchell,Facing Spark connectivity issue,Capacity,Housekeeping,3/9/2020 5:40,3/12/2020 21:40,Closed,HADOOP_SUPPORT_L2,3-Moderate,UAT,Damari Mcgrath
INC00010218,William Allen,Hive and Oozie is  down.,Known Error,Workaround,8/10/2022 5:43,8/10/2022 8:43,Resolved,HADOOP_SUPPORT_L3,2-High,UAT,Kaydence Luna
INC00010219,Evelyn Cooper,SparkUI: Failed to bind SparkUI,Capacity,Housekeeping,7/11/2020 11:33,7/20/2020 20:33,Resolved,HADOOP_SUPPORT_L1,1-Critical,UAT,Rosemary Bell
INC00010220,Randall Doyle,All jobs stuck in Spark Command,User Access,Permissions Updated,12/8/2022 4:08,12/8/2022 21:08,New,HADOOP_SUPPORT_L3,2-High,PROD,Iyana Stein
INC00010221,Giacomo Erickson,Business user is getting error while accessing hue.,Troubleshooting Fix,Workaround,3/14/2022 8:59,3/24/2022 10:59,In-Progress,HADOOP_SUPPORT_L1,2-High,UAT,Lacey Cole
INC00010222,Samson Watkins,Hi TEAM, We are getting below errors while trying to access HDFS path in UAT. We need to go live with Data access by March 3,User Access,6/18/2022 10:42,6/29/2022 9:42,New,HADOOP_SUPPORT_L2,4-Low,PROD,Edwin Ali
INC00010223,Matthew Sherman,Job aborted abruptly,Capacity,Housekeeping,4/6/2021 8:50,4/17/2021 12:50,Closed,HADOOP_SUPPORT_L1,2-High,UAT,Rosemary Bell
INC00010224,Jessica Fowler,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,Miscategorised,8/14/2022 7:54,8/21/2022 4:54,Closed,HADOOP_SUPPORT_L3,4-Low,PROD,Dale Oliver
INC00010225,Sam Clark,HIVE not working, Always showing repload option,Dependent System,12/19/2021 18:55,12/22/2021 1:55,In-Progress,HADOOP_ENGG,1-Critical,UAT,Chloe Anderson
INC00010226,Tess Cooper,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,6/25/2020 2:13,6/28/2020 20:13,New,HADOOP_SUPPORT_L1,4-Low,SIT,Nyla Reid
INC00010227,Vanessa Murphy,Few Issues and questions on Impala and Hive,Miscategorised,Training/Advise,7/12/2020 18:48,7/14/2020 8:48,New,HADOOP_ENGG,2-High,DEV,Landin Vaughn
INC00010228,Ciara Bentley,Error when trying to log in to HUE DR,Configuration,Workaround,3/19/2020 17:44,3/25/2020 15:44,Resolved,HADOOP_SUPPORT_L1,4-Low,DEV,Esmeralda Maldonado
INC00010229,Julia Parker,Business user is getting error while accessing hue.,Troubleshooting Fix,Workaround,5/1/2023 3:18,5/5/2023 6:18,On-Hold,HADOOP_ENGG,3-Moderate,PROD,Pamela Hancock
INC00010230,Teagan Best,Please provide resource details for all the queue associated ,Configuration,Workaround,5/2/2020 7:41,5/14/2020 0:41,On-Hold,HADOOP_SUPPORT_L1,2-High,DEV,Alonzo Berger
INC00010231,Ronan Nash,To Extract YARN Logs from edge node,Miscategorised,Training/Advise,5/20/2022 7:27,5/28/2022 23:27,On-Hold,HADOOP_SUPPORT_L1,2-High,SIT,Alonzo Berger
INC00010232,Rosie Bailey,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,5/7/2021 19:02,5/15/2021 14:02,In-Progress,HADOOP_SUPPORT_L1,4-Low,SIT,Alonzo Berger
INC00010233,Samantha Hamilton,Facing Spark connectivity issue,Capacity,Housekeeping,11/13/2022 21:33,11/22/2022 9:33,In-Progress,HADOOP_SUPPORT_L2,4-Low,UAT,Edwin Ali
INC00010234,Marshall Chambers,Can not access to HUE,User Access,Permissions Updated,7/13/2022 7:20,7/18/2022 20:20,Resolved,HADOOP_SUPPORT_L3,3-Moderate,PROD,Iyana Stein
INC00010235,Briony Rogers,copying jars to hdfs for spark shell fast loading from windows,Configuration,Workaround,1/3/2021 23:05,1/15/2021 6:05,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,DEV,Damari Mcgrath
INC00010236,Thor Powell,Kindly check and let me know is it possible to add additional resource to hadoop_global,Capacity,Additional Capacity,1/24/2023 0:53,1/31/2023 12:53,New,HADOOP_SUPPORT_L1,2-High,PROD,Edwin Brennan
INC00010237,Mike Edwards,Job got stuck at spark command,Capacity,Housekeeping,12/4/2022 6:21,12/10/2022 5:21,In-Progress,HADOOP_SUPPORT_L3,3-Moderate,UAT,Sandra Myers
INC00010238,Adison Cooper,Need Help for Oozie and spark testing,Configuration,Workaround,1/8/2023 0:56,1/19/2023 12:56,In-Progress,HADOOP_SUPPORT_L2,4-Low,PROD,Winston Schultz
INC00010239,Maya Mason,pyspark >>> Permission denied,Access,User Configuration,12/14/2021 1:57,12/20/2021 21:57,On-Hold,HADOOP_ENGG,1-Critical,DEV,Landin Vaughn
INC00010240,Agata Richards,Urgent configuration correction required on Resource scheduler for roots.xyz queue,Configuration,Amend Configuration,2/1/2020 8:21,2/3/2020 6:21,On-Hold,HADOOP_SUPPORT_L3,4-Low,DEV,Uriel Howell
INC00010241,Maya Hunt,Cannot re-encrypt an encryption zone if a previous re-encryption on it was canceled,Configuration,Workaround,4/30/2020 8:31,5/3/2020 0:31,Closed,HADOOP_SUPPORT_L1,4-Low,UAT,Lacey Cole
INC00010242,Aida Carroll,Able to access Hadoop Tables through Hive, but not through impala,Cancelled,7/31/2021 11:47,8/12/2021 2:47,In-Progress,HADOOP_SUPPORT_L2,3-Moderate,UAT,Damari Mcgrath
INC00010243,Linda White,Publisher fails  - oozie job id -168,No Fault Found,No Action Taken,2/7/2021 9:47,2/13/2021 18:47,New,HADOOP_SUPPORT_L1,1-Critical,DEV,Keaton Forbes
INC00010244,Lara Lambert,Revoke exeute priv for user in ranger,User Access,Permissions Updated,11/29/2022 6:25,12/8/2022 6:25,Closed,HADOOP_SUPPORT_L3,4-Low,PROD,Ariana Avila
INC00010245,Penelope Cameron,HDFS files/folder details,Capacity,Workaround,10/24/2020 23:01,10/30/2020 8:01,Closed,HADOOP_ENGG,4-Low,UAT,Seth Holder
INC00010246,Bruno Barry,unable to load files to HDFS path,Configuration,Amended Configuration,8/8/2021 21:51,8/16/2021 7:51,Closed,HADOOP_SUPPORT_L2,1-Critical,SIT,Kiera Gallegos
INC00010247,Ryan Leach,Can't connect to HIVE UAT,Miscategorised,No Action Taken,4/12/2022 17:11,4/22/2022 0:11,Closed,HADOOP_ENGG,1-Critical,UAT,Chloe Anderson
INC00010248,Alexander Barnes,Can't connect to HIVE UAT,Miscategorised,No Action Taken,4/6/2021 5:33,4/15/2021 17:33,On-Hold,HADOOP_SUPPORT_L3,2-High,SIT,Ariana Avila
INC00010249,Eleanor Kelly,Spark client always fails,Configuration,Workaround,5/24/2021 23:58,5/26/2021 9:58,On-Hold,HADOOP_ENGG,4-Low,UAT,Landin Vaughn
INC00010250,Berk Pope,Please provide resource details for all the queue associated ,Configuration,Workaround,12/18/2020 5:44,12/26/2020 22:44,On-Hold,HADOOP_SUPPORT_L1,3-Moderate,PROD,Shirley Randolph
INC00010251,Daniel Cooper,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,12/11/2022 12:01,12/22/2022 10:01,In-Progress,HADOOP_SUPPORT_L1,3-Moderate,SIT,Edwin Brennan
INC00010252,Jack Riley,Kindly check and let me know is it possible to add additional resource to hadoop_apac,Capacity,Additional Capacity,9/8/2020 22:48,9/16/2020 14:48,On-Hold,HADOOP_SUPPORT_L1,4-Low,DEV,Edwin Brennan
